Data As Of,Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age,COVID,Pneumonia,Influenza,"Pneumonia, Influenza","Pneumonia, Influenza, COVID",Total,Footnote
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,California,65 years and over,80,232,0,232,266,3739,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Colorado,All Ages,51,72,0,72,88,812,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Colorado,0-17 years,0,0,0,0,0,13,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Colorado,18-64 years,16,22,0,22,26,221,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Colorado,65 years and over,35,50,0,50,62,578,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Connecticut,All Ages,,22,0,22,24,597,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Connecticut,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Connecticut,18-64 years,,,0,,,154,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Connecticut,65 years and over,,14,0,14,15,439,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Delaware,All Ages,,,0,,,172,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Delaware,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Delaware,18-64 years,,,0,,,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Delaware,65 years and over,,,0,,,118,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,District of Columbia,All Ages,,11,0,11,13,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,District of Columbia,0-17 years,0,0,0,0,0,0,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,District of Columbia,18-64 years,,,0,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,District of Columbia,65 years and over,,,0,,,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Florida,All Ages,213,368,,369,439,4427,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Florida,0-17 years,0,,0,,,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Florida,18-64 years,90,102,0,102,134,1111,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Florida,65 years and over,123,263,,264,302,3276,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Georgia,All Ages,43,91,0,91,116,1733,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Georgia,0-17 years,0,0,0,0,0,16,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Georgia,18-64 years,16,30,0,30,39,551,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Georgia,65 years and over,27,61,0,61,77,1166,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Hawaii,All Ages,,18,0,18,18,228,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Hawaii,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Hawaii,18-64 years,,,0,,,70,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Hawaii,65 years and over,,13,0,13,13,155,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Idaho,All Ages,,15,0,15,17,278,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Idaho,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Idaho,18-64 years,,,0,,,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Idaho,65 years and over,,14,0,14,14,201,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Illinois,All Ages,51,123,0,123,144,2177,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Illinois,0-17 years,0,,0,,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Illinois,18-64 years,14,26,0,26,34,573,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Illinois,65 years and over,37,94,0,94,107,1574,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Indiana,All Ages,38,82,0,82,96,1329,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Indiana,0-17 years,0,0,0,0,0,19,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Indiana,18-64 years,12,26,0,26,28,397,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Indiana,65 years and over,26,56,0,56,68,913,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Iowa,All Ages,10,27,0,27,35,560,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Iowa,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Iowa,18-64 years,,,0,,,125,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Iowa,65 years and over,,22,0,22,27,429,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Kansas,All Ages,25,43,0,43,58,551,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Kansas,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Kansas,18-64 years,15,15,0,15,23,145,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Kansas,65 years and over,10,28,0,28,35,400,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Kentucky,All Ages,29,84,0,84,98,989,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Kentucky,0-17 years,0,,0,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Kentucky,18-64 years,,19,0,19,23,283,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Kentucky,65 years and over,21,64,0,64,74,694,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Louisiana,All Ages,22,39,0,39,47,965,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Louisiana,0-17 years,0,0,0,0,0,14,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Louisiana,18-64 years,,,0,,14,300,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Louisiana,65 years and over,13,30,0,30,33,651,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Maine,All Ages,,14,0,14,15,320,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Maine,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Maine,18-64 years,0,,0,,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Maine,65 years and over,,12,0,12,13,249,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Maryland,All Ages,12,57,0,57,63,913,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Maryland,0-17 years,0,0,0,0,0,11,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Maryland,18-64 years,,,0,,12,272,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Maryland,65 years and over,,48,0,48,51,630,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Massachusetts,All Ages,,58,0,58,61,1111,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Massachusetts,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Massachusetts,18-64 years,,13,0,13,13,266,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Massachusetts,65 years and over,,45,0,45,48,837,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Michigan,All Ages,28,99,0,99,117,1929,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Michigan,0-17 years,0,,0,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Michigan,18-64 years,,21,0,21,25,501,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Michigan,65 years and over,23,77,0,77,91,1404,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Minnesota,All Ages,14,50,0,50,58,879,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Minnesota,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Minnesota,18-64 years,,10,0,10,12,209,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Minnesota,65 years and over,10,40,0,40,46,661,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Mississippi,All Ages,24,59,0,59,71,655,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Mississippi,0-17 years,0,0,0,0,0,10,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Mississippi,18-64 years,12,18,0,18,25,212,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Mississippi,65 years and over,12,41,0,41,46,433,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Missouri,All Ages,100,109,0,109,150,1351,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Missouri,0-17 years,0,,0,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Missouri,18-64 years,42,33,0,33,54,401,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Missouri,65 years and over,58,75,0,75,95,932,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Montana,All Ages,10,12,0,12,17,196,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Montana,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Montana,18-64 years,,,0,,,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Montana,65 years and over,,,0,,13,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Nebraska,All Ages,,21,0,21,26,299,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Nebraska,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Nebraska,18-64 years,,,0,,,71,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Nebraska,65 years and over,,14,0,14,17,225,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Nevada,All Ages,48,56,0,56,73,594,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Nevada,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Nevada,18-64 years,24,22,0,22,32,177,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Nevada,65 years and over,24,34,0,34,41,414,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,New Hampshire,All Ages,,,0,,,249,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,New Hampshire,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,New Hampshire,18-64 years,0,0,0,0,0,54,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,New Hampshire,65 years and over,,,0,,,191,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,New Jersey,All Ages,28,59,0,59,77,1393,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,New Jersey,0-17 years,0,0,0,0,0,14,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,New Jersey,18-64 years,,15,0,15,18,361,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,New Jersey,65 years and over,20,44,0,44,59,1018,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,New Mexico,All Ages,10,19,0,19,25,384,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,New Mexico,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,New Mexico,18-64 years,,,0,,,127,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
